gene	gwll	avg_gwll
Pro_ENSG00000000419	0.0182000000004336	7.7777777779631e-05
Pro_ENSG00000000457	0.234210999999959	0.000836467857142712
Pro_ENSG00000000460	-0.733821999998327	-0.00140310133842892
Pro_ENSG00000001036	-0.551832999999533	-0.00128632400932292
Pro_ENSG00000001084	-0.027328000000125	-4.90628366250001e-05
Pro_ENSG00000001167	0.0310199999998986	0.00010696551724103
Pro_ENSG00000001461	-2.37402300000031	-0.00655807458563621
Pro_ENSG00000001497	3.42123399999946	0.00942488705234011
Pro_ENSG00000001561	11.083987	0.0263904452380952
Pro_ENSG00000001629	-0.00459700001010788	-1.20973684476523e-05
Pro_ENSG00000001630	-0.565854999999829	-0.00155028767123241
Pro_ENSG00000001631	2.67367299999933	0.00461774265975704
Pro_ENSG00000002016	0.311713999999938	0.00164059999999967
Pro_ENSG00000002549	2.75936399999955	0.00584611016949057
Pro_ENSG00000002822	-1.0800670000026	-0.0018121929530245
Pro_ENSG00000002919	-0.0304110000001856	-0.000192474683545478
Pro_ENSG00000003056	-1.82576299999982	-0.00861208962264068
Pro_ENSG00000003393	-0.385668999999325	-0.000788689161552812
Pro_ENSG00000003402	1.29292999999961	0.00430976666666538
Pro_ENSG00000003436	-3.9590019999996	-0.0237065988023928
Pro_ENSG00000003509	-8.49323999999979	-0.0257370909090903
Pro_ENSG00000003756	-2.82342900000003	-0.00448163333333339
Pro_ENSG00000004455	0.00643799999988914	3.08038277506658e-05
Pro_ENSG00000004487	0.00105300000086572	1.47893258548557e-06
Pro_ENSG00000004700	-2.60123999999996	-0.00570447368421044
Pro_ENSG00000004766	-5.2139759999809	-0.00775889285711444
Pro_ENSG00000004838	0.541817000010269	0.00163197891569358
Pro_ENSG00000004897	-1.53353799999059	-0.00270943109538973
Pro_ENSG00000004961	3.28954099999964	0.0155902417061595
Pro_ENSG00000005007	0.0193839999901684	2.32143712457106e-05
Pro_ENSG00000005020	0.0605799999993906	0.000288476190473288
Pro_ENSG00000005100	0.229116999998951	0.000390984641636435
Pro_ENSG00000005156	-0.443622000000687	-0.000669113122172982
Pro_ENSG00000005175	-1.54388699999981	-0.00311896363636326
Pro_ENSG00000005189	1.43967100000009	0.00730797461928979
Pro_ENSG00000005194	5.33747599999879	0.0191307383512501
Pro_ENSG00000005302	0.0107490000000325	3.03644067797529e-05
Pro_ENSG00000005469	-2.08844099999988	-0.00373603041144879
Pro_ENSG00000005483	0.0658470000016678	7.14175705007243e-05
Pro_ENSG00000005700	-2.07066099999793	-0.00243894110718248
Pro_ENSG00000006007	3.957222	0.0166269831932773
Pro_ENSG00000006042	-1.57614199999989	-0.00706790134529099
Pro_ENSG00000006114	-0.165771999999833	-0.000723895196505823
Pro_ENSG00000006282	0.834029999999984	0.00170558282208586
Pro_ENSG00000006468	-0.00424000000020897	-9.59276018146825e-06
Pro_ENSG00000006576	-0.370843999999124	-0.000580350547729459
Pro_ENSG00000006611	-0.124829999999747	-0.00039009374999921
Pro_ENSG00000006625	0.217473000000609	0.00135920625000381
Pro_ENSG00000006634	-0.557786000000306	-0.00260647663551545
Pro_ENSG00000006652	0.14076200001	0.000336751196196171
Pro_ENSG00000006695	0.0708379999996396	0.000225598726113502
Pro_ENSG00000006712	-0.355431000009958	-0.000909030690562551
Pro_ENSG00000006715	-0.052588000000469	-6.29796407191246e-05
Pro_ENSG00000006744	-1.46667800000068	-0.00324486283185992
Pro_ENSG00000007080	-2.16435000000001	-0.0105578048780488
Pro_ENSG00000007168	0.00221599999986211	5.40487804844416e-06
Pro_ENSG00000007202	-0.0732289999996283	-8.06486784136875e-05
Pro_ENSG00000007237	0.0469120000002476	0.000156373333334159
Pro_ENSG00000007372	-0.0156400000000758	-5.24832214767645e-05
Pro_ENSG00000007376	-0.142804999999498	-0.000590103305783051
Pro_ENSG00000007520	-0.118817999999919	-0.000618843749999579
Pro_ENSG00000007541	0.104373000000123	0.000205055009823425
Pro_ENSG00000007923	0.139345000000503	0.000265419047620006
Pro_ENSG00000007944	0.0358619999897201	8.26313363818435e-05
Pro_ENSG00000008018	-0.186264999999821	-0.000886976190475339
Pro_ENSG00000008083	0.0406880000000456	9.64170616114824e-05
Pro_ENSG00000008311	1.66443400000207	0.00186805162738729
Pro_ENSG00000008394	-0.0173730000005889	-0.000122345070426683
Pro_ENSG00000008838	-0.915007999999943	-0.00111044660194168
Pro_ENSG00000008869	0.130590000000666	0.000171377952756779
Pro_ENSG00000008952	-0.056110999989869	-0.000157173669439409
Pro_ENSG00000008988	0.00278000000002976	2.35593220341505e-05
Pro_ENSG00000009307	1.50277000000096	0.00198516512549665
Pro_ENSG00000009335	3.34854799997993	0.00541836245951445
Pro_ENSG00000009830	0.465519000001223	0.000936657947688577
Pro_ENSG00000009844	2.51206399999955	0.0100886104417653
Pro_ENSG00000010072	-0.104925999999978	-0.000472639639639539
Pro_ENSG00000010165	0.49692800000048	0.00120613592233126
Pro_ENSG00000010244	-0.0818279999894003	-0.000187678899058257
Pro_ENSG00000010270	-0.104027999999744	-0.000466493273541452
Pro_ENSG00000010292	2.5558409999976	0.00374208052708287
Pro_ENSG00000010404	-2.02418100000068	-0.00559166022099636
Pro_ENSG00000010626	-0.0123549999998431	-5.773364485908e-05
Pro_ENSG00000010818	0.0526289999997971	8.51601941744289e-05
Pro_ENSG00000011007	1.40765499999907	0.00384605191256576
