gene	gwll	avg_gwll
4048_C12	-13.5318350000016	-0.0221470294599044
4103_C12	0.74636300000202	0.00128461790017559
4218_C12	3.02912599999399	0.00314550986499896
4234_C12	-7.39901999999711	-0.0129580035026219
4308_C12	-1.80120999999781	-0.00265273932252991
4321_C12	-4.28338599999552	-0.00356651623646588
4474_C12	-0.726461999998719	-0.00093495752895588
4478_C12	109.990438000001	0.243881237250556
4490_C12	70.0700470000002	0.609304756521741
4524_C12	31.1417730000976	0.0289690911628815
4533_C12	-82.2337819999993	-0.126319173579108
4547_C12	-4.07150099999853	-0.00790582718446317
4548_C12	-3.24250100000063	-0.00229801630049655
4579_C12	-1.14348100000007	-0.00343387687687707
4599_C12	-2.59725200000139	-0.00644479404466846
4623_C12	0.454330000000482	0.000700046224962222
4637_C12	-0.213660999988861	-0.000645501510540364
4638_C12	-1.56259399999908	-0.00385825679012119
4685_C12	0.778735999999299	0.002352676737158
4729_C12	-3.05724199999895	-0.00251211339358993
4745_C12	-1.8608349999995	-0.00643887543252421
4777_C12	-0.965785999998843	-0.00213197792494226
4823_C12	2.04198999999971	0.00414196754563837
4886_C12	-2.04947600000014	-0.00194263127962099
4914_C12	3.92772400000104	0.00383941739980551
4955_C12	1.18768099999943	0.00253236886993482
4975_C12	-1.18237800000134	-0.00120038375634653
4982_C12	1.45014600000013	0.0193352800000018
5034_C12	-0.425632999998925	-0.000636222720476719
5062_C12	-3.37609499999962	-0.00585111785095255
5063_C12	2.00595700009944	0.00170719744689314
5068_C12	-0.341447000000016	-0.00541979365079391
5075_C12	5.10026500000095	0.00506481132075566
5086_C12	2.53125	0.00181451612903226
5087_C12	-4.9329519999992	-0.0106543239740804
5088_C12	0.590449000000262	0.00255605627705741
5091_C12	-5.31625300000997	-0.0143295229110781
5092_C12	-7.67497600000024	-0.0126441120263595
5096_C12	5.30025399999795	0.00612746127167393
5097_C12	-3.87505899999815	-0.00500007612902987
5111_C12	1.18843999999808	0.00135511972633761
5116_C12	0.80376600001	0.00272463050850848
5148_C12	-0.906304000000091	-0.00180899001996026
5154_C12	-0.802435999989939	-0.00287611469530444
5161_C12	12.1769419999982	0.0088174815351182
5165_C12	-5.13936199999807	-0.00501401170731519
5170_C12	-6.48802099999739	-0.00885132469303873
5172_C12	1.33894799999689	0.00160738055221715
5175_C12	3.34350699999959	0.00664713121272284
5206_C12	-3.13120600010006	-0.00361989132959545
5226_C12	0.171561000000111	0.000853537313433386
5229_C12	3.516045999997	0.00407421320973002
5233_C12	-0.970276000000013	-0.00119345141451416
5248_C12	-0.141963000000032	-0.00364007692307776
5270_C12	-4.34352600000057	-0.00717938181818275
5276_C12	1.39069200000085	0.000924047840532129
5279_C12	-4.63754600000175	-0.00749199676898505
5286_C12	-1.02007800000138	-0.00181832085561743
5294_C12	1.04191299999002	0.00248666587109789
5301_C12	4.90248499999871	0.00701356938483363
5304_C12	-4.35460299999977	-0.0141843745928331
5306_C12	-0.206157999999959	-0.00107936125654429
5310_C12	-0.351474999999482	-0.00141154618473688
5326_C12	-1.9692070000001	-0.00883052466367756
5331_C12	-1.27572899999996	-0.00508258565737034
5333_C12	0.526009999999587	0.0021124899598377
5334_C12	-4.37790800000221	-0.00240412300933674
5336_C12	-2.12673699999868	-0.0025469904191601
5338_C12	-0.605379000000539	-0.0015326050632925
5353_C12	-0.487024000000019	-0.00109443595505622
5358_C12	-3.3401300000005	-0.00377415819209096
5367_C12	-1.48319100000026	-0.00898903636363795
5375_C12	-6.0869649999986	-0.0117282562620397
5384_C12	-2.37174700000014	-0.0105410977777784
5385_C12	-0.298050999999759	-0.000786414248020473
5427_C12	0.222132999999985	0.011691210526315
5430_C12	-1.99415200000112	-0.00371350465549557
5460_C12	-0.0198720000007597	-2.93530280661148e-05
5462_C12	-2.22546499999953	-0.00497866890380208
5475_C12	-0.0988040000011097	-0.000233579196220117
5479_C12	-5.47485199999937	-0.0091399866444063
5484_C12	1.5677629999991	0.00269838726333753
5488_C12	-1.06165299999975	-0.00386055636363546
5494_C12	-0.0804249999998774	-0.00206217948717634
5498_C12	2.67422000000079	0.00252523135033124
5503_C12	-5.70802999997977	-0.0117691340205768
5507_C12	2.14938100000018	0.00906911814346066
5508_C12	2.20989000000191	0.00154862648913939
5514_C12	-2.16389899999922	-0.00353001468189106
5516_C12	-1.17651000000114	-0.00162726141078996
5524_C12	0.625884999999471	0.00102101957585558
5528_C12	-0.198123000000123	-0.000318014446228127
5536_C12	-0.309699999999793	-0.000630753564154365
5558_C12	-1.67710500000067	-0.00210956603773669
5559_C12	-2.20823899999959	-0.0035559404186789
5571_C12	0.0562300000001414	0.000247709251101945
5573_C12	-0.324629999990066	-0.000919631728017183
5578_C12	0.0571899999999914	0.000879846153846022
5579_C12	-1.19274500000029	-0.00479014056225015
5582_C12	1.10894099990037	0.00127026460469687
5588_C12	-0.217216000000008	-0.00121349720670395
5600_C12	0.381125000010798	0.00101094164459097
5601_C12	-0.560943000000407	-0.000933349417637948
5604_C12	-9.49549099999786	-0.0111058374268981
5607_C12	-1.36841199999981	-0.00480144561403441
5613_C12	0.0443069999992076	0.000171069498066439
5621_C12	1.66179299999931	0.00231125591098652
5628_C12	5.2673919998997	0.00406748416980672
5631_C12	-0.597244000000501	-0.0018840504731877
5644_C12	0.43588600000021	0.00230627513227624
5648_C12	0.716200000104436	0.000411845888501688
5656_C12	-3.41150600000037	-0.003688114594595
5672_C12	0.66532200000006	0.00821385185185259
5675_C12	2.23945999998978	0.00684850152902072
5676_C12	-4.62486800000079	-0.00894558607350249
5679_C12	0.468768999999156	0.000598683269475295
5681_C12	1.06405300000188	0.00107155387714187
5684_C12	-1.13486200000261	-0.00125122601984853
5686_C12	-7.3280620000005	-0.00890408505467861
5696_C12	0.206871999999748	0.000644461059189247
5715_C12	-7.11007700000118	-0.0132403668528886
5719_C12	0.898982999999134	0.00247653719008026
5729_C12	-1.34888500000034	-0.00422847962382551
5737_C12	1.80902399999832	0.00228700884955539
5749_C12	-1.11658699999862	-0.00350027272726839
5750_C12	-1.40030299999853	-0.00227691544715208
5752_C12	-1.25537100000111	-0.00379266163142328
5753_C12	-1.72815099999934	-0.00350537728194593
5755_C12	-0.084769999999935	-0.000712352941175924
5758_C12	-3.82263400000011	-0.00277203335750552
5763_C12	-0.544882000000143	-0.000903618573797916
5785_C12	3.58660599999894	0.007917452538629
5786_C12	1.37862400000085	0.00159378497109925
5791_C12	-1.54413699999986	-0.00800070984455888
5801_C12	3.5086999999985	0.00368948475289011
5808_C12	5.26392900000064	0.00596141449603697
5816_C12	1.42139899999893	0.00248931523642544
5817_C12	1.64199199999894	0.00478714868804355
5823_C12	-1.01274700000067	-0.00270065866666846
5824_C12	-1.67811600000277	-0.00264270236220909
5830_C12	0.0450199999995675	8.32162661729529e-05
5832_C12	0.768272999999681	0.0015775626283361
5834_C12	13.2651690000021	0.0167701251580304
5836_C12	-0.75554800000009	-0.00568081203007586
5839_C12	-1.12480700000015	-0.00234824008350761
5847_C12	0.421732999999222	0.00109541038960837
5853_C12	-0.100116999999955	-0.000578710982658698
5858_C12	0.52786500000002	0.000761709956709985
5862_C12	3.7599539999992	0.0071892045889086
5863_C12	-1.13287300000047	-0.00252310244988969
5870_C12	-1.55723699999999	-0.00889849714285706
5875_C12	-0.589817000000039	-0.00246785355648552
5881_C12	0.0395070000004125	0.0001872369668266
5894_C12	4.99803699999757	0.00554721087680085
5896_C12	0.103090999999949	0.000323169278996707
5903_C12	-1.54707700000017	-0.00973004402515831
5905_C12	2.47633499999938	0.00410669154228753
5911_C12	1.35346000000027	0.00561601659751149
5915_C12	3.63432300001023	0.00863259619954923
5918_C12	0.38393300000098	0.000567109305762156
5919_C12	-2.11296600000969	-0.00646166972480028
5921_C12	-3.97815499999706	-0.00361979526842317
5925_C12	0.24525900000117	0.000520719745225413
5928_C12	-1.34841199999937	-0.00170039344262216
5929_C12	-3.61988100000053	-0.00851736705882478
5934_C12	-6.76323200000115	-0.0108908727858312
5939_C12	0.850246000001789	0.000632153159852631
5951_C12	-1.85962600000039	-0.00898370048309367
5954_C12	0.686244999999872	0.00289554852320621
5955_C12	-0.242818999999997	-0.0346884285714282
5957_C12	-4.19933599999786	-0.00698724792012954
5959_C12	2.42169999999896	0.00652749326145273
5964_C12	1.15412699999979	0.00536803255813856
5967_C12	-2.75931900000069	-0.00288933926701643
5979_C12	1.60046499999953	0.0035965505617967
5991_C12	-4.06920100000025	-0.00760598317757056
5993_C12	0.0248869999995804	4.74038095230104e-05
6000_C12	-2.74613800000043	-0.0057092266112275
6001_C12	0.312340000000404	0.000734917647059774
6002_C12	6.61059699999987	0.0307469627906971
6010_C12	-1.17855599999984	-0.00347656637168096
6012_C12	2.54460199999994	0.0137546054054051
6022_C12	2.06585300000006	0.00517757644110291
6025_C12	-3.85808399999951	-0.00472225703794309
6026_C12	-1.02383999999984	-0.0018381328545778
6031_C12	2.45491999999103	0.00799648208466135
6032_C12	0.0123670000093625	5.17447699136507e-05
