4048_C12	t1	t1	-27585.105506	t2	-27607.365657
4103_C12	t1	t1	-24161.568462	t2	-24162.636693
4218_C12	t2	t1	-38197.644717	t2	-38196.991319
4234_C12	t2	t1	-21296.132775	t2	-21295.569931
4308_C12	t1	t1	-29422.437743	t2	-29422.549529
4321_C12	t2	t1	-53429.673913	t2	-53429.348141
4474_C12	t2	t1	-36056.489637	t2	-36051.875531
4478_C12	t1	t1	-24968.016384	t2	-24971.113963
4490_C12	t1	t1	-6635.18164	t2	-6638.272677
4524_C12	t1	t1	-40804.1316039999	t2	-40809.221328
4533_C12	t1	t1	-27206.650732	t2	-27208.373994
4547_C12	t2	t1	-20500.490812	t2	-20496.181853
4548_C12	t2	t1	-52301.278593	t2	-52298.8129
4579_C12	t1	t1	-5587.330654	t2	-5587.344552
4599_C12	t2	t1	-10642.773939	t2	-10641.58673
4623_C12	t2	t1	-16141.927602	t2	-16141.758705
4637_C12	t1	t1	-8285.65882999999	t2	-8286.987521
4638_C12	t2	t1	-8496.046273	t2	-8494.520273
4685_C12	t1	t1	-7059.172013	t2	-7059.19778
4729_C12	t1	t1	-25577.568431	t2	-25578.280407
4745_C12	t2	t1	-7057.041684	t2	-7056.42854100001
4777_C12	t1	t1	-9933.497166	t2	-9935.04146200001
4823_C12	t1	t1	-12803.043476	t2	-12808.025565
4886_C12	t2	t1	-21825.205915	t2	-21824.822284
4914_C12	t1	t1	-25871.799353	t2	-25878.260258
4955_C12	t1	t1	-12838.894618	t2	-12841.595558
4975_C12	t1	t1	-23452.474749	t2	-23452.660089
4982_C12	t1	t1	-1618.95183	t2	-1619.184082
5034_C12	t1	t1	-22109.877832	t2	-22117.212905
5062_C12	t1	t1	-14605.510773	t2	-14606.140057
5063_C12	t2	t1	-30512.139962	t2	-30511.703002
5068_C12	t2	t1	-1210.920758	t2	-1210.907211
5075_C12	t1	t1	-26153.568223	t2	-26156.339445
5086_C12	t1	t1	-31661.738797	t2	-31670.980163
5087_C12	t2	t1	-11378.73274	t2	-11376.720452
5088_C12	t1	t1	-6932.255646	t2	-6933.741747
5091_C12	t1	t1	-8384.632491	t2	-8385.83655200001
5092_C12	t2	t1	-13660.228933	t2	-13659.891223
5096_C12	t1	t1	-26960.515693	t2	-26969.781513
5097_C12	t1	t1	-22098.524123	t2	-22099.422591
5111_C12	t1	t1	-24214.465368	t2	-24222.119216
5116_C12	t1	t1	-7634.654222	t2	-7634.673625
5148_C12	t2	t1	-15471.610607	t2	-15467.104771
5154_C12	t1	t1	-7202.15491299999	t2	-7203.424858
5161_C12	t2	t1	-36746.371163	t2	-36743.078534
5165_C12	t1	t1	-28592.303265	t2	-28594.372178
5170_C12	t2	t1	-22984.743044	t2	-22981.69602
5172_C12	t1	t1	-22844.801318	t2	-22845.450248
5175_C12	t1	t1	-14999.754094	t2	-15005.354405
5206_C12	t1	t1	-27364.1715080001	t2	-27367.269654
5226_C12	t2	t1	-4940.772797	t2	-4939.965459
5229_C12	t1	t1	-25983.984153	t2	-25986.497218
5233_C12	t2	t1	-27143.293188	t2	-27141.564894
5248_C12	t2	t1	-1088.727249	t2	-1088.537788
5270_C12	t2	t1	-17748.713011	t2	-17748.487478
5276_C12	t1	t1	-40715.956092	t2	-40729.2592740001
5279_C12	t2	t1	-15291.3723	t2	-15287.896057
5286_C12	t2	t1	-15823.584505	t2	-15822.358272
5294_C12	t1	t1	-9663.326006	t2	-9669.09375
5301_C12	t1	t1	-17039.94262	t2	-17040.509473
5304_C12	t2	t1	-7257.470866	t2	-7256.852718
5306_C12	t2	t1	-5383.698372	t2	-5382.982026
5310_C12	t2	t1	-4160.925141	t2	-4158.493653
5326_C12	t1	t1	-7772.17623	t2	-7772.700219
5331_C12	t2	t1	-7713.505118	t2	-7711.657351
5333_C12	t2	t1	-6093.810043	t2	-6093.49778
5334_C12	t2	t1	-52013.525823	t2	-52012.5902
5336_C12	t1	t1	-23762.369227	t2	-23768.031134
5338_C12	t2	t1	-8887.014212	t2	-8886.51786
5353_C12	t1	t1	-12837.177515	t2	-12843.177814
5358_C12	t2	t1	-24725.672008	t2	-24719.2722300001
5367_C12	t2	t1	-6225.964142	t2	-6225.709949
5375_C12	t1	t1	-16758.928721	t2	-16761.772067
5384_C12	t2	t1	-6907.357288	t2	-6905.359005
5385_C12	t2	t1	-11808.935807	t2	-11808.459515
5427_C12	t1	t1	-343.087534	t2	-343.305898
5430_C12	t2	t1	-11894.348737	t2	-11891.348232
5460_C12	t1	t1	-19901.227757	t2	-19902.870979
5462_C12	t2	t1	-11798.551141	t2	-11794.65989
5475_C12	t1	t1	-16668.600497	t2	-16670.735671
5479_C12	t1	t1	-17330.220471	t2	-17330.635548
5484_C12	t1	t1	-18633.568391	t2	-18638.361313
5488_C12	t2	t1	-6959.307584	t2	-6956.10586800001
5494_C12	t1	t1	-1383.372713	t2	-1384.089529
5498_C12	t1	t1	-24405.623805	t2	-24411.544834
5503_C12	t2	t1	-8787.39498499999	t2	-8784.697786
5507_C12	t2	t1	-5677.596821	t2	-5672.945547
5508_C12	t1	t1	-28293.205646	t2	-28296.466804
5514_C12	t1	t1	-16871.719757	t2	-16874.88166
5516_C12	t1	t1	-19083.206279	t2	-19083.303816
5524_C12	t2	t1	-11121.530948	t2	-11117.332468
5528_C12	t1	t1	-12183.847908	t2	-12184.983821
5536_C12	t1	t1	-13583.826953	t2	-13586.275134
5558_C12	t2	t1	-16094.121262	t2	-16089.674479
5559_C12	t2	t1	-18188.930304	t2	-18188.349853
5571_C12	t2	t1	-4849.689861	t2	-4848.851441
5573_C12	t1	t1	-9564.14669399999	t2	-9565.65215299999
5578_C12	t2	t1	-1903.058176	t2	-1902.718949
5579_C12	t1	t1	-8131.724693	t2	-8133.596432
5582_C12	t2	t1	-21150.8085150001	t2	-21150.187777
5588_C12	t2	t1	-2788.044512	t2	-2787.096331
5600_C12	t2	t1	-9315.70077799999	t2	-9315.61654299999
5601_C12	t1	t1	-20007.764969	t2	-20007.995204
5604_C12	t2	t1	-22119.285619	t2	-22113.995425
5607_C12	t2	t1	-4347.470835	t2	-4347.26839899999
5613_C12	t2	t1	-4592.849522	t2	-4592.07090800001
5621_C12	t1	t1	-15394.429989	t2	-15398.11841
5628_C12	t1	t1	-35679.5670080001	t2	-35680.477114
5631_C12	t2	t1	-8857.889636	t2	-8856.199427
5644_C12	t1	t1	-4465.37028	t2	-4465.92308
5648_C12	t1	t1	-40890.46896	t2	-40893.9827219999
5656_C12	t2	t1	-23436.245477	t2	-23435.499468
5672_C12	t2	t1	-828.689348	t2	-828.546441
5675_C12	t1	t1	-7338.09991000001	t2	-7338.33929300001
5676_C12	t1	t1	-12244.385764	t2	-12246.123149
5679_C12	t1	t1	-18374.831157	t2	-18378.950597
5681_C12	t1	t1	-22777.787825	t2	-22779.615185
5684_C12	t2	t1	-17523.041022	t2	-17522.787886
5686_C12	t2	t1	-18944.559119	t2	-18944.485141
5696_C12	t1	t1	-6516.640089	t2	-6518.402562
5715_C12	t1	t1	-13553.063189	t2	-13555.803927
5719_C12	t1	t1	-8298.787253	t2	-8299.109697
5729_C12	t2	t1	-5335.710076	t2	-5334.541587
5737_C12	t1	t1	-21451.102723	t2	-21457.610788
5749_C12	t2	t1	-8453.574834	t2	-8450.38670199999
5750_C12	t2	t1	-16394.330877	t2	-16391.804641
5752_C12	t1	t1	-10050.634635	t2	-10051.969483
5753_C12	t1	t1	-12532.884731	t2	-12536.163044
5755_C12	t2	t1	-2762.703663	t2	-2761.675497
5758_C12	t2	t1	-29040.59421	t2	-29033.8179269999
5763_C12	t1	t1	-15354.073638	t2	-15356.19573
5785_C12	t1	t1	-13206.010462	t2	-13206.941686
5786_C12	t2	t1	-23281.019998	t2	-23280.556047
5791_C12	t1	t1	-5674.178926	t2	-5675.925726
5801_C12	t1	t1	-22447.49463	t2	-22451.189652
5808_C12	t1	t1	-17924.998227	t2	-17928.425035
5816_C12	t1	t1	-10734.81047	t2	-10736.912399
5817_C12	t2	t1	-8350.107076	t2	-8349.531063
5823_C12	t2	t1	-6987.465194	t2	-6986.282453
5824_C12	t1	t1	-16412.391253	t2	-16415.758011
5830_C12	t2	t1	-12349.971073	t2	-12348.546982
5832_C12	t2	t1	-13965.97387	t2	-13964.350352
5834_C12	t1	t1	-20930.775552	t2	-20932.456412
5836_C12	t1	t1	-2941.426115	t2	-2943.087816
5839_C12	t1	t1	-10587.30063	t2	-10590.563181
5847_C12	t1	t1	-9231.571739	t2	-9231.83801799999
5853_C12	t1	t1	-4273.043323	t2	-4273.461217
5858_C12	t2	t1	-19170.176049	t2	-19169.183648
5862_C12	t1	t1	-12562.780591	t2	-12563.70464
5863_C12	t1	t1	-12973.840295	t2	-12976.533719
5870_C12	t1	t1	-4128.926603	t2	-4130.525923
5875_C12	t1	t1	-5640.145095	t2	-5640.431961
5881_C12	t1	t1	-7466.600734	t2	-7467.95406
5894_C12	t1	t1	-20436.039668	t2	-20443.266191
5896_C12	t1	t1	-8084.507887	t2	-8092.582549
5903_C12	t1	t1	-3992.745649	t2	-3993.951617
5905_C12	t1	t1	-13933.381039	t2	-13938.572124
5911_C12	t1	t1	-6625.22832	t2	-6626.288825
5915_C12	t1	t1	-7966.76787599999	t2	-7967.153998
5918_C12	t2	t1	-14961.815845	t2	-14960.782434
5919_C12	t2	t1	-4831.304781	t2	-4828.666364
5921_C12	t2	t1	-28451.770188	t2	-28449.2455509999
5925_C12	t1	t1	-12848.451226	t2	-12849.613135
5928_C12	t1	t1	-18030.80532	t2	-18031.331151
5929_C12	t2	t1	-12687.106779	t2	-12684.220928
5934_C12	t1	t1	-17265.701356	t2	-17268.182074
5939_C12	t1	t1	-27463.578026	t2	-27470.9916889999
5951_C12	t2	t1	-4293.94145	t2	-4292.261407
5954_C12	t1	t1	-6876.852748	t2	-6880.971392
5955_C12	t2	t1	-249.866931	t2	-249.738864
5957_C12	t2	t1	-19202.893557	t2	-19202.133111
5959_C12	t1	t1	-11717.543342	t2	-11718.670532
5964_C12	t2	t1	-8288.537286	t2	-8287.008754
5967_C12	t1	t1	-24978.977051	t2	-24981.868337
5979_C12	t2	t1	-14208.861342	t2	-14207.220398
5991_C12	t2	t1	-12627.942695	t2	-12624.969477
5993_C12	t1	t1	-13744.837587	t2	-13747.203474
6000_C12	t2	t1	-10801.862713	t2	-10800.009473
6001_C12	t1	t1	-8514.124851	t2	-8516.006547
6002_C12	t2	t1	-3884.530515	t2	-3884.285294
6010_C12	t1	t1	-7886.450699	t2	-7888.02208100001
6012_C12	t1	t1	-4193.416315	t2	-4193.561874
6022_C12	t1	t1	-10360.982632	t2	-10361.954682
6025_C12	t1	t1	-21757.26108	t2	-21760.122585
6026_C12	t2	t1	-13217.722274	t2	-13216.617114
6031_C12	t2	t1	-9876.769895	t2	-9874.456059
6032_C12	t1	t1	-7045.203	t2	-7048.113509
6033_C12	t1	t1	-11099.438293	t2	-11100.057757
6039_C12	t2	t1	-4662.738639	t2	-4660.577391
6040_C12	t1	t1	-40544.37532	t2	-40547.063659
6043_C12	t1	t1	-7225.871053	t2	-7231.167892
6051_C12	t1	t1	-18210.946753	t2	-18212.110449
6053_C12	t1	t1	-25521.158236	t2	-25526.895628
6066_C12	t2	t1	-12397.930766	t2	-12395.102817
6069_C12	t1	t1	-13655.28715	t2	-13659.457771
6075_C12	t1	t1	-4030.980197	t2	-4034.676249
6077_C12	t1	t1	-27638.512743	t2	-27646.938815
6086_C12	t2	t1	-7335.162576	t2	-7334.320945
6094_C12	t2	t1	-5146.73927	t2	-5146.096981
6107_C12	t1	t1	-16636.119552	t2	-16637.486433
6120_C12	t2	t1	-10000.686002	t2	-9998.54115499999
6121_C12	t1	t1	-5220.103009	t2	-5220.968988
6123_C12	t2	t1	-7593.64076	t2	-7591.746502
6128_C12	t1	t1	-10308.67342	t2	-10311.863754
6130_C12	t1	t1	-14780.360987	t2	-14783.502968
6134_C12	t1	t1	-7010.535046	t2	-7013.277328
6140_C12	t2	t1	-20059.749152	t2	-20059.461196
6145_C12	t1	t1	-26420.2212	t2	-26420.819588
6150_C12	t2	t1	-22997.509504	t2	-22997.291844
6154_C12	t1	t1	-16351.243715	t2	-16352.80598
6155_C12	t1	t1	-10527.28754	t2	-10530.620608
6159_C12	t1	t1	-8129.350098	t2	-8130.506365
6171_C12	t1	t1	-10767.982495	t2	-10771.76557
6175_C12	t2	t1	-1151.8143	t2	-1151.801952
6176_C12	t1	t1	-788.230285	t2	-788.72198
6179_C12	t2	t1	-21373.661911	t2	-21371.275943
6180_C12	t1	t1	-7785.278966	t2	-7787.50546
6189_C12	t2	t1	-11963.352156	t2	-11962.378416
6191_C12	t2	t1	-6000.002731	t2	-5997.861674
6193_C12	t2	t1	-6688.775617	t2	-6687.178093
6195_C12	t2	t1	-3404.888826	t2	-3404.571279
6202_C12	t2	t1	-11294.727612	t2	-11292.867461
