gene	gwll	avg_gwll
Pro_ENSG00000000419	0.0928430000003573	0.000396764957266484
Pro_ENSG00000000457	-0.020462999999836	-7.30821428565572e-05
Pro_ENSG00000000460	-0.601503999998386	-0.00115010325047492
Pro_ENSG00000001036	-0.935061000000132	-0.00217962937062968
Pro_ENSG00000001084	0.170242000000144	0.000305640933572969
Pro_ENSG00000001167	-0.000448000000233151	-1.54482758701086e-06
Pro_ENSG00000001461	0.088966999999684	0.000245765193369293
Pro_ENSG00000001497	-1.73716199999944	-0.00478557024793235
Pro_ENSG00000001561	-0.675688999999693	-0.0016087833333326
Pro_ENSG00000001629	0.096009999999751	0.000252657894736187
Pro_ENSG00000001630	1.46190899999965	0.00400523013698534
Pro_ENSG00000001631	4.75852599999962	0.00821852504317724
Pro_ENSG00000002016	2.36686499999996	0.0124571842105261
Pro_ENSG00000002549	-0.397876000000906	-0.000842957627120564
Pro_ENSG00000002822	-2.15995000000112	-0.00362407718120993
Pro_ENSG00000002919	-0.0739060000000791	-0.000467759493671387
Pro_ENSG00000003056	0.131840000000011	0.000621886792452882
Pro_ENSG00000003393	-0.205764999998792	-0.000420787321060924
Pro_ENSG00000003402	1.93314900000041	0.00644383000000137
Pro_ENSG00000003436	-0.264020999999957	-0.00158096407185603
Pro_ENSG00000003509	-0.874243999998725	-0.00264922424242038
Pro_ENSG00000003756	0.0180860000000393	2.8707936507999e-05
Pro_ENSG00000004455	-0.278013999999985	-0.00133021052631572
Pro_ENSG00000004487	-0.108349999999518	-0.000152176966291458
Pro_ENSG00000004700	0.0831309999994119	0.000182304824560114
Pro_ENSG00000004766	0.031994000009945	4.76101190624182e-05
Pro_ENSG00000004838	-0.065640999999232	-0.000197713855419374
Pro_ENSG00000004897	-3.46272500001032	-0.00611788869259774
Pro_ENSG00000004961	0.725047999999788	0.00343624644549662
Pro_ENSG00000005007	-0.0903490000000602	-0.000108202395209653
Pro_ENSG00000005020	1.19137299999966	0.00567320476190313
Pro_ENSG00000005100	0.488236999999572	0.000833168941978791
Pro_ENSG00000005156	1.03184800000054	0.00155633182503852
Pro_ENSG00000005175	2.04172599999947	0.00412469898989792
